question,answer
81 - 7 * 85,-514
52 - 80 * 67,-5308
8 - 36 * 5,-172
76 - 47 * 45,-2039
20 * (46 + 73),2380
56 * (72 + 41),6328
53 - 20 - 69,-36
0 + 83 * 53,4399
50 + 56 * 14,834
46 + 75 - 19,102
37 + 46 + 13,96
37 * 95 * 45,158175
81 + 62 * 85,5351
99 - 63 * 80,-4941
26 + 80 + 49,155
45 + 44 - 8,81
(60 + 17) * 61,4697
40 - 69 * 48,-3272
23 + 99 + 11,133
78 + 19 - 22,75
22 - 10 - 88,-76
50 * 38 + 90,1990
22 + 68 - 8,82
62 + 88 * 31,2790
91 + 7 + 11,109
10 + 94 - 72,32
55 + 92 + 77,224
94 - 36 * 7,-158
96 + 5 + 61,162
8 - 63 - 61,-116
94 - 14 - 83,-3
87 * 63 + 88,5569
79 - 75 - 94,-90
71 - 7 * 29,-132
93 - 53 - 90,-50
95 * (46 + 69),10925
11 + 64 * 20,1291
(36 + 67) * 92,9476
87 - 36 - 4,47
(15 + 11) * 1,26
(7 + 43) * 14,700
47 + 44 + 47,138
(26 + 46) * 62,4464
56 - 51 - 36,-31
1 + 21 * 88,1849
15 + 93 - 27,81
96 * (6 + 69),7200
58 + 29 + 44,131
26 + 89 + 53,168
50 + 8 - 28,30
84 + 34 - 74,44
29 - 21 - 26,-18
44 * 32 * 93,130944
(83 + 47) * 9,1170
44 * 43 + 73,1965
80 + 70 * 83,5890
76 * (88 + 3),6916
(39 + 18) * 83,4731
30 - 36 - 14,-20
81 + 12 - 52,41
72 - 46 - 48,-22
(5 + 72) * 0,0
80 * 40 + 19,3219
92 * 89 + 52,8240
64 - 62 * 25,-1486
43 - 31 * 22,-639
6 - 95 * 11,-1039
(80 + 75) * 74,11470
87 - 83 - 39,-35
2 - 17 * 87,-1477
96 + 54 - 81,69
74 + 79 * 15,1259
85 * 66 + 43,5653
8 * 24 + 56,248
98 + 25 - 14,109
75 + 18 * 95,1785
82 * 23 * 49,92414
30 - 95 - 87,-152
65 * 22 * 44,62920
73 * 88 + 34,6458
24 * 82 + 75,2043
43 * 33 * 38,53922
(43 + 82) * 95,11875
29 - 37 - 40,-48
97 + 77 - 51,123
34 + 79 + 12,125
(87 + 71) * 9,1422
75 - 26 * 17,-367
91 + 66 + 46,203
5 * 14 + 38,108
2 * 8 * 40,640
95 + 79 + 67,241
6 * (19 + 83),612
(78 + 31) * 54,5886
44 * 85 * 14,52360
71 * 87 + 78,6255
70 * 93 * 2,13020
15 * 32 * 23,11040
62 + 88 - 53,97
42 * 75 * 30,94500
87 + 67 * 43,2968
22 * 82 * 24,43296
96 * (8 + 3),1056
49 - 72 - 61,-84
93 + 0 - 10,83
23 * 3 * 96,6624
33 - 25 * 39,-942
20 - 89 * 81,-7189
70 * 83 * 17,98770
78 - 20 - 64,-6
27 - 51 * 95,-4818
2 - 53 * 8,-422
43 + 5 + 6,54
22 + 84 * 37,3130
28 * 7 + 2,198
4 - 98 * 4,-388
80 * 72 * 52,299520
50 + 32 * 54,1778
27 + 93 * 51,4770
27 - 44 - 99,-116
(66 + 46) * 87,9744
65 + 37 - 74,28
86 * 53 + 7,4565
65 - 48 - 35,-18
69 - 42 - 70,-43
16 + 84 - 0,100
94 * 23 + 26,2188
79 + 63 + 25,167
70 + 84 - 38,116
61 * 27 + 52,1699
17 * 88 * 23,34408
(23 + 70) * 65,6045
56 - 35 * 35,-1169
95 - 86 * 60,-5065
74 - 28 * 53,-1410
84 * 28 + 18,2370
41 * (7 + 2),369
75 + 46 + 38,159
60 - 30 - 96,-66
29 + 18 - 51,-4
44 + 7 + 79,130
17 + 50 + 94,161
44 + 32 + 92,168
97 * 30 * 55,160050
24 * 16 * 76,29184
12 * 35 + 25,445
79 * (90 + 6),7584
26 + 24 * 53,1298
55 - 93 - 85,-123
(13 + 80) * 56,5208
25 * 46 + 83,1233
91 * 64 * 21,122304
71 * 62 * 9,39618
39 - 83 * 62,-5107
98 * 1 * 7,686
0 - 28 - 90,-118
46 - 51 * 37,-1841
23 * (92 + 4),2208
(72 + 86) * 6,948
47 + 2 + 46,95
98 + 64 - 77,85
94 - 76 - 41,-23
32 * 30 * 45,43200
52 * (94 + 97),9932
6 + 55 + 39,100
37 * 2 * 56,4144
5 - 80 - 71,-146
13 + 12 - 21,4
76 * 28 * 95,202160
78 + 1 * 3,81
80 + 91 + 2,173
25 + 39 * 46,1819
61 - 73 - 64,-76
53 * 95 + 25,5060
93 - 99 - 30,-36
42 * (92 + 0),3864
64 - 0 * 28,64
15 * 84 + 17,1277
(74 + 77) * 77,11627
86 + 37 - 10,113
70 + 37 - 76,31
(24 + 98) * 41,5002
67 + 69 - 14,122
30 - 58 * 34,-1942
21 + 58 + 12,91
62 * 92 + 39,5743
78 + 14 - 35,57
98 - 69 - 10,19
18 + 59 - 6,71
(31 + 7) * 91,3458
89 * 11 + 20,999
53 + 58 - 99,12
38 * 13 * 59,29146
8 * 59 * 7,3304
0 + 8 * 44,352
65 + 80 * 2,225
63 * 89 * 55,308385
16 - 3 - 42,-29
3 + 71 * 69,4902
90 * 88 + 81,8001
(16 + 98) * 34,3876
5 + 89 - 45,49
29 - 44 - 6,-21
82 + 36 + 3,121
14 * 20 * 43,12040
73 - 15 * 88,-1247
88 + 17 + 61,166
66 * 20 * 57,75240
10 + 94 * 99,9316
19 + 90 - 15,94
48 + 38 + 72,158
45 * 14 + 74,704
34 * (81 + 87),5712
64 * 88 * 46,259072
93 * (84 + 64),13764
50 - 58 * 7,-356
24 + 90 * 90,8124
(66 + 15) * 57,4617
84 - 47 - 2,35
(66 + 58) * 53,6572
(32 + 15) * 97,4559
91 + 13 * 27,442
87 * 7 + 81,690
42 * (53 + 26),3318
89 + 50 * 84,4289
(70 + 39) * 24,2616
41 * 28 + 6,1154
32 + 1 + 66,99
(29 + 42) * 22,1562
3 + 40 * 94,3763
48 * 70 + 55,3415
12 + 25 + 34,71
98 + 27 + 75,200
83 * 81 * 60,403380
49 + 95 + 83,227
64 * (34 + 96),8320
98 + 88 - 62,124
56 - 24 * 57,-1312
77 * 79 + 57,6140
90 - 47 * 13,-521
50 * (63 + 81),7200
50 - 73 - 38,-61
62 * 44 + 42,2770
75 - 75 - 36,-36
52 - 47 - 71,-66
75 * 20 * 3,4500
75 * (64 + 70),10050
73 + 79 * 87,6946
47 * 14 * 59,38822
19 + 48 + 26,93
86 + 81 + 50,217
67 * (23 + 29),3484
43 * (34 + 95),5547
99 + 74 + 97,270
(62 + 11) * 11,803
65 + 54 + 55,174
51 + 22 + 87,160
17 * 31 + 30,557
44 * 1 * 23,1012
98 + 58 + 23,179
10 + 93 - 86,17
75 * 82 + 17,6167
48 + 69 - 94,23
81 + 96 - 41,136
68 * (91 + 51),9656
8 * 70 * 79,44240
(93 + 97) * 80,15200
60 * 22 * 36,47520
88 + 26 * 53,1466
47 * 1 + 11,58
(51 + 59) * 20,2200
59 - 93 * 34,-3103
22 + 27 * 86,2344
57 + 93 + 88,238
62 + 84 - 47,99
67 * 74 * 87,431346
31 * 34 * 97,102238
37 - 17 * 52,-847
84 - 70 - 48,-34
45 * 10 * 87,39150
(36 + 8) * 98,4312
96 - 99 * 77,-7527
46 - 46 * 66,-2990
74 * 14 + 39,1075
18 * 28 + 81,585
17 * 27 * 89,40851
86 * 52 + 0,4472
96 * (52 + 64),11136
21 * 29 * 8,4872
(88 + 8) * 78,7488
87 * (8 + 36),3828
67 + 47 - 99,15
32 + 91 - 14,109
(0 + 10) * 94,940
1 - 55 - 23,-77
54 * (23 + 92),6210
73 * 56 + 9,4097
15 + 91 + 37,143
67 * 47 + 74,3223
22 - 3 - 14,5
24 * 0 * 23,0
4 - 37 * 28,-1032
91 * (25 + 35),5460
47 * 44 + 1,2069
86 * 65 + 62,5652
65 + 95 + 19,179
39 * 60 * 1,2340
25 + 26 - 52,-1
5 + 9 + 6,20
2 + 41 + 33,76
62 - 89 - 41,-68
83 * 77 + 3,6394
64 - 54 * 77,-4094
94 + 99 + 8,201
5 - 81 - 86,-162
(43 + 69) * 0,0
3 - 30 - 70,-97
84 + 4 - 5,83
36 + 64 * 50,3236
92 * 29 + 60,2728
73 + 87 * 62,5467
63 * 41 + 78,2661
83 * (66 + 53),9877
60 + 52 + 50,162
45 + 27 + 94,166
93 * 91 + 76,8539
27 - 27 - 98,-98
54 + 2 - 21,35
89 * (64 + 77),12549
21 + 31 * 98,3059
34 * 40 + 92,1452
94 * 90 + 69,8529
25 * (75 + 25),2500
53 + 65 * 35,2328
9 * 10 * 45,4050
87 * 54 + 49,4747
37 - 79 - 57,-99
20 - 99 - 63,-142
10 - 38 - 63,-91
(14 + 36) * 46,2300
46 + 63 * 71,4519
68 + 99 * 72,7196
(86 + 18) * 15,1560
24 + 16 + 78,118
58 * 59 + 44,3466
51 * (60 + 22),4182
(94 + 74) * 41,6888
40 + 63 * 10,670
68 * 14 + 45,997
88 * 38 * 73,244112
47 * (5 + 64),3243
61 + 55 + 36,152
83 * (41 + 93),11122
4 * 22 + 51,139
27 + 35 * 7,272
1 + 99 + 56,156
36 - 94 - 79,-137
8 - 95 - 91,-178
48 * 99 * 17,80784
33 - 42 * 58,-2403
6 + 69 - 80,-5
37 * 55 + 74,2109
64 + 71 + 15,150
54 + 3 - 96,-39
42 - 41 * 47,-1885
38 + 14 - 28,24
6 - 84 * 50,-4194
93 + 52 + 6,151
17 + 74 * 68,5049
20 - 92 * 21,-1912
5 * 43 * 79,16985
45 + 89 + 46,180
73 - 97 * 21,-1964
37 * 14 * 26,13468
30 * 39 * 91,106470
98 * 34 + 32,3364
12 - 1 * 9,3
96 + 71 - 72,95
3 * 21 + 41,104
19 - 29 * 74,-2127
13 + 48 - 36,25
29 - 38 * 61,-2289
33 + 61 * 46,2839
69 + 6 + 37,112
27 * 95 + 24,2589
58 * (50 + 44),5452
22 - 88 - 56,-122
54 + 3 + 30,87
2 + 77 - 42,37
86 * 16 + 9,1385
56 * 96 * 1,5376
30 - 25 - 75,-70
51 - 37 * 34,-1207
86 + 23 + 24,133
88 - 26 * 52,-1264
24 * 21 * 76,38304
98 * 48 + 10,4714
78 - 13 - 20,45
15 * (53 + 33),1290
36 * (86 + 18),3744
32 - 15 * 70,-1018
73 + 10 * 20,273
(71 + 31) * 99,10098
39 + 32 - 62,9
4 + 76 - 48,32
89 + 2 + 44,135
48 + 82 * 61,5050
62 * (25 + 65),5580
24 + 50 + 77,151
23 - 16 * 45,-697
8 - 35 * 60,-2092
65 + 37 - 88,14
11 + 6 * 17,113
(71 + 80) * 35,5285
28 - 55 - 21,-48
52 * 8 * 14,5824
75 + 74 - 87,62
61 + 83 * 87,7282
21 - 62 * 89,-5497
23 - 0 - 85,-62
46 * 40 + 31,1871
41 + 7 * 86,643
5 * 37 + 73,258
36 - 6 - 41,-11
9 * (5 + 5),90
64 + 88 * 58,5168
57 - 6 * 9,3
63 + 13 * 30,453
92 + 60 * 52,3212
64 + 50 - 51,63
50 * 9 + 30,480
84 + 87 - 75,96
47 * 34 + 36,1634
32 + 11 + 3,46
66 * (94 + 98),12672
50 + 22 - 76,-4
19 * 60 + 18,1158
75 - 50 * 5,-175
36 * (7 + 97),3744
92 * 44 * 95,384560
82 * 6 + 73,565
27 * 1 + 86,113
57 + 25 - 65,17
72 + 33 * 36,1260
(99 + 28) * 6,762
(85 + 64) * 62,9238
43 - 67 - 47,-71
54 * 64 + 2,3458
87 * 58 + 72,5118
4 * 39 * 80,12480
56 + 4 + 34,94
11 + 38 * 72,2747
40 * 20 * 62,49600
1 - 9 * 32,-287
(51 + 29) * 42,3360
56 + 19 - 10,65
88 * 17 + 45,1541
(12 + 40) * 43,2236
43 * (89 + 1),3870
(61 + 28) * 73,6497
36 * 88 + 42,3210
2 * 93 + 56,242
97 + 91 - 73,115
85 + 27 + 20,132
53 + 55 - 74,34
87 + 75 - 17,145
75 + 52 + 55,182
84 + 56 * 84,4788
95 * (57 + 13),6650
60 * 33 + 48,2028
86 - 96 - 98,-108
77 + 25 * 74,1927
26 * 58 * 3,4524
0 - 64 - 25,-89
37 - 91 * 88,-7971
59 + 0 * 79,59
(35 + 96) * 94,12314
62 + 40 - 85,17
42 + 33 + 3,78
66 - 14 * 25,-284
57 - 78 * 92,-7119
91 * 18 * 67,109746
(83 + 47) * 89,11570
25 - 31 - 8,-14
51 + 85 + 83,219
91 - 39 * 0,91
73 + 13 - 14,72
35 + 6 - 67,-26
91 * 12 + 5,1097
(45 + 59) * 22,2288
14 - 34 * 80,-2706
59 * 94 * 92,510232
72 * 48 * 58,200448
97 * 55 + 90,5425
93 * 59 * 92,504804
36 * 46 * 75,124200
56 - 1 * 40,16
57 - 73 - 14,-30
46 + 4 + 44,94
(8 + 39) * 84,3948
70 * 84 + 68,5948
91 + 47 + 59,197
21 - 46 - 79,-104
6 - 80 * 39,-3114
38 * 56 + 24,2152
18 * 47 * 48,40608
21 * 64 * 23,30912
(75 + 11) * 47,4042
4 + 39 * 48,1876
2 * (69 + 51),240
90 - 50 * 44,-2110
11 + 23 + 93,127
24 * (46 + 74),2880
51 - 79 - 24,-52
(27 + 17) * 69,3036
90 - 45 * 60,-2610
3 * 84 * 93,23436
23 - 54 * 89,-4783
31 + 88 + 15,134
(95 + 47) * 12,1704
(91 + 23) * 24,2736
82 - 73 - 0,9
83 * (18 + 99),9711
53 * 50 + 71,2721
89 + 67 + 29,185
84 * (45 + 16),5124
34 * (91 + 38),4386
10 * 35 * 36,12600
75 + 9 * 76,759
(51 + 40) * 38,3458
6 - 19 * 81,-1533
39 - 7 * 74,-479
17 + 74 + 29,120
79 - 8 - 81,-10
10 - 76 * 35,-2650
12 - 59 - 74,-121
49 - 64 * 14,-847
(50 + 52) * 26,2652
48 + 28 + 41,117
45 + 20 + 69,134
48 + 54 + 36,138
6 * (96 + 22),708
4 * (81 + 37),472
94 * 43 * 60,242520
5 * 24 + 45,165
25 - 94 * 88,-8247
12 + 13 + 44,69
32 * 53 * 90,152640
48 - 16 * 79,-1216
56 * 20 + 57,1177
57 - 15 * 8,-63
29 * (46 + 65),3219
13 * 66 + 19,877
4 * (23 + 19),168
46 * (80 + 70),6900
32 + 12 - 23,21
32 - 49 - 95,-112
93 * 46 * 1,4278
14 + 90 + 97,201
17 + 68 - 33,52
28 * (93 + 83),4928
63 - 53 * 9,-414
17 + 58 * 88,5121
63 + 39 * 88,3495
85 * 22 * 95,177650
5 * 57 + 33,318
8 * (43 + 58),808
70 - 59 * 38,-2172
42 + 83 + 4,129
23 + 89 * 72,6431
49 - 46 * 86,-3907
4 - 69 * 49,-3377
99 * (69 + 1),6930
14 * 85 * 60,71400
11 + 69 * 32,2219
78 + 42 * 32,1422
8 + 28 * 21,596
3 + 17 * 93,1584
81 * 17 + 21,1398
22 - 26 - 50,-54
(92 + 70) * 74,11988
69 * 47 * 82,265926
59 * 19 * 9,10089
79 + 5 - 70,14
81 + 78 * 32,2577
54 * 30 + 56,1676
9 - 97 * 50,-4841
55 * (90 + 19),5995
(61 + 8) * 88,6072
56 + 86 * 74,6420
33 * 45 + 39,1524
61 * 19 * 28,32452
38 + 27 - 17,48
54 + 94 + 97,245
(70 + 1) * 11,781
69 * (82 + 57),9591
11 * (84 + 72),1716
88 * 64 * 23,129536
67 + 66 * 40,2707
32 + 3 + 92,127
58 * 4 * 2,464
58 - 44 * 73,-3154
(43 + 96) * 47,6533
14 * 86 + 67,1271
55 * 18 * 50,49500
31 - 55 * 78,-4259
72 + 14 * 53,814
28 + 41 - 6,63
57 * 22 * 95,119130
25 + 47 - 87,-15
(69 + 14) * 68,5644
10 * (23 + 64),870
12 * (8 + 66),888
17 * 37 + 27,656
76 + 96 - 98,74
95 * 84 * 76,606480
81 + 92 * 33,3117
50 - 72 - 54,-76
38 + 96 - 87,47
70 * 32 + 47,2287
84 + 13 + 38,135
17 + 46 * 20,937
66 - 13 * 42,-480
8 * 20 * 4,640
29 - 26 - 15,-12
3 - 21 - 9,-27
49 + 82 * 5,459
11 + 36 + 66,113
88 * 51 * 51,228888
61 + 40 + 47,148
78 - 69 - 61,-52
23 - 12 - 94,-83
9 + 43 - 17,35
32 + 27 + 6,65
76 + 79 - 67,88
95 + 83 + 30,208
29 + 26 * 3,107
54 - 41 * 37,-1463
12 + 54 + 51,117
96 * 34 + 70,3334
47 + 24 * 33,839
52 + 37 + 15,104
68 + 14 * 82,1216
38 + 81 * 3,281
23 * 54 + 11,1253
90 + 19 + 90,199
32 + 62 * 35,2202
76 * 34 * 16,41344
42 * 75 * 13,40950
10 - 31 * 97,-2997
17 - 13 * 54,-685
69 - 91 - 78,-100
39 * (31 + 48),3081
60 + 46 + 75,181
16 - 92 * 56,-5136
(23 + 31) * 85,4590
70 + 72 - 35,107
75 + 15 * 8,195
73 + 92 * 52,4857
55 * 24 * 95,125400
25 + 49 + 54,128
52 * (84 + 81),8580
41 * 90 + 15,3705
95 * (12 + 4),1520
(11 + 30) * 44,1804
26 - 98 * 61,-5952
48 * 15 + 71,791
5 + 88 + 81,174
87 - 56 * 52,-2825
81 + 37 * 87,3300
97 * 4 * 46,17848
71 * 64 + 42,4586
31 - 54 - 16,-39
(91 + 84) * 19,3325
48 * (34 + 83),5616
9 - 0 * 69,9
15 * 60 + 28,928
62 + 99 - 67,94
59 + 32 - 34,57
69 * 52 + 79,3667
70 - 21 * 8,-98
86 * 18 + 7,1555
52 + 10 * 42,472
76 * (1 + 22),1748
(68 + 79) * 87,12789
18 - 50 - 35,-67
54 - 32 * 17,-490
64 * (67 + 50),7488
61 * 51 + 77,3188
36 + 26 - 1,61
33 * 82 * 98,265188
70 * 40 + 32,2832
38 + 52 + 84,174
(33 + 27) * 38,2280
86 + 77 + 56,219
70 - 14 * 44,-546
50 + 88 * 10,930
88 * 81 * 81,577368
49 * 91 + 4,4463
32 - 33 - 20,-21
89 - 76 - 64,-51
52 * 96 * 4,19968
54 - 93 * 32,-2922
2 + 46 + 59,107
31 - 69 * 70,-4799
69 - 52 * 59,-2999
67 + 41 * 1,108
93 + 76 + 19,188
67 + 26 + 68,161
81 * 59 * 54,258066
86 - 45 * 56,-2434
71 + 71 + 42,184
41 + 80 * 49,3961
(60 + 2) * 70,4340
87 + 29 * 39,1218
2 * 84 * 61,10248
56 + 9 + 36,101
32 + 42 * 61,2594
74 * 43 + 85,3267
83 + 24 - 14,93
20 + 43 * 37,1611
63 * (40 + 0),2520
68 + 25 * 66,1718
15 + 97 - 42,70
53 + 23 + 95,171
96 * 87 + 0,8352
93 * (48 + 96),13392
87 + 42 + 71,200
55 * (27 + 97),6820
2 + 83 * 67,5563
51 + 6 * 70,471
64 - 59 - 61,-56
90 + 81 * 45,3735
91 * (90 + 19),9919
47 + 33 * 20,707
29 * 81 + 94,2443
95 + 21 * 77,1712
61 - 37 - 62,-38
54 * 85 + 31,4621
(20 + 12) * 78,2496
35 - 40 * 56,-2205
(49 + 53) * 29,2958
(7 + 28) * 19,665
99 + 35 * 11,484
(38 + 39) * 98,7546
36 + 27 * 12,360
59 * (58 + 3),3599
40 + 23 - 93,-30
68 + 89 - 91,66
49 * 76 + 87,3811
46 * (26 + 5),1426
17 + 79 * 93,7364
33 * 44 * 63,91476
94 * 50 * 88,413600
29 + 77 - 99,7
17 - 27 * 18,-469
30 - 56 * 0,30
19 + 10 + 94,123
(57 + 60) * 40,4680
33 + 53 + 81,167
85 * (56 + 86),12070
22 + 26 * 29,776
4 * (61 + 47),432
(57 + 14) * 45,3195
86 * 86 * 83,613868
40 * (42 + 38),3200
86 * 99 + 35,8549
49 * 8 + 17,409
31 - 75 - 37,-81
96 - 8 - 98,-10
96 + 81 - 63,114
84 * 25 + 70,2170
48 - 72 * 70,-4992
47 * 88 * 74,306064
95 - 31 - 17,47
15 - 93 * 83,-7704
19 - 24 - 56,-61
(55 + 20) * 47,3525
47 + 11 - 68,-10
(34 + 71) * 9,945
54 * (29 + 70),5346
17 - 83 - 58,-124
41 * 72 * 31,91512
69 * (80 + 25),7245
82 * (10 + 66),6232
56 - 45 * 59,-2599
9 - 39 * 33,-1278
57 - 91 * 98,-8861
38 + 68 * 79,5410
2 - 89 * 45,-4003
97 * (89 + 82),16587
16 + 6 * 18,124
83 - 79 - 99,-95
(5 + 6) * 29,319
85 + 27 - 17,95
52 * (12 + 69),4212
(56 + 71) * 45,5715
42 - 61 * 87,-5265
38 + 70 + 34,142
29 + 30 - 65,-6
28 - 43 - 44,-59
14 * (56 + 92),2072
62 - 55 - 26,-19
73 + 87 * 60,5293
73 - 66 * 73,-4745
7 + 2 - 33,-24
63 + 55 + 71,189
55 - 70 - 77,-92
6 + 64 - 91,-21
36 - 70 * 59,-4094
19 * (75 + 4),1501
13 * 65 * 99,83655
80 * 2 + 56,216
42 + 17 - 29,30
27 + 10 - 87,-50
47 - 61 * 38,-2271
(7 + 80) * 73,6351
52 + 88 - 17,123
53 - 17 * 74,-1205
95 + 80 * 8,735
74 + 65 + 13,152
(15 + 67) * 85,6970
55 + 75 * 32,2455
77 * (25 + 14),3003
65 * 42 + 96,2826
93 * 1 + 24,117
96 - 97 * 55,-5239
(52 + 36) * 59,5192
63 - 43 * 56,-2345
8 * (93 + 46),1112
15 - 47 - 27,-59
(77 + 46) * 79,9717
(8 + 96) * 30,3120
6 + 18 * 7,132
15 + 75 - 91,-1
82 + 91 - 66,107
38 - 37 * 51,-1849
79 * 93 + 38,7385
(83 + 39) * 43,5246
(66 + 63) * 62,7998
44 * 53 * 40,93280
(44 + 57) * 98,9898
83 - 24 * 78,-1789
46 - 50 * 49,-2404
23 * 11 + 1,254
76 * 19 + 57,1501
63 + 20 - 44,39
58 * 61 * 71,251198
42 + 46 * 53,2480
(27 + 93) * 95,11400
25 * (77 + 75),3800
95 + 19 + 76,190
2 * 83 + 21,187
85 * (33 + 3),3060
0 - 46 * 61,-2806
66 * 99 + 8,6542
(41 + 11) * 47,2444
30 - 43 * 8,-314
(80 + 39) * 16,1904
58 * 90 + 47,5267
69 - 10 - 6,53
91 + 36 + 53,180
59 + 86 + 89,234
77 - 67 - 45,-35
77 - 35 * 80,-2723
11 - 94 - 78,-161
(12 + 42) * 61,3294
86 - 99 - 64,-77
16 + 6 * 34,220
9 + 95 + 2,106
4 * 41 * 39,6396
86 + 22 * 17,460
21 + 0 * 98,21
66 - 46 * 69,-3108
25 * 8 + 89,289
28 - 17 * 88,-1468
27 * 79 * 95,202635
68 - 0 * 11,68
27 + 28 * 83,2351
73 * (54 + 56),8030
(61 + 41) * 3,306
47 - 38 - 28,-19
18 * (8 + 82),1620
18 - 30 * 26,-762
57 - 21 - 46,-10
99 * 37 * 23,84249
14 + 61 - 0,75
28 + 21 - 73,-24
67 * 14 * 60,56280
66 - 9 - 58,-1
56 * 16 + 15,911
33 - 1 * 88,-55
84 * 69 * 12,69552
6 - 43 * 9,-381
(31 + 35) * 54,3564
88 + 54 - 47,95
35 + 14 + 22,71
23 * (72 + 61),3059
41 - 20 * 73,-1419
24 * 18 + 52,484
90 + 2 - 18,74
91 * 87 + 71,7988
77 * 79 * 49,298067
(47 + 70) * 22,2574
69 * (93 + 50),9867
77 - 83 * 90,-7393
38 * 26 + 51,1039
98 + 46 * 21,1064
(59 + 89) * 57,8436
53 * (31 + 9),2120
25 - 89 * 58,-5137
59 + 76 * 70,5379
98 - 41 - 21,36
30 - 14 * 29,-376
97 + 62 + 89,248
(88 + 86) * 27,4698
(44 + 79) * 30,3690
(12 + 27) * 93,3627
70 + 72 - 35,107
(98 + 65) * 87,14181
87 - 44 * 45,-1893
87 * 74 * 26,167388
81 * 5 * 93,37665
(47 + 33) * 45,3600
38 * 47 * 92,164312
73 + 31 + 42,146
82 * 90 * 40,295200
47 + 73 - 50,70
59 + 80 + 77,216
45 - 74 - 30,-59
53 + 34 + 63,150
37 * 29 + 98,1171
7 * 18 * 78,9828
10 + 58 - 71,-3
39 + 23 + 58,120
66 - 41 * 4,-98
92 + 18 * 57,1118
16 - 64 * 57,-3632
95 * 0 * 26,0
88 + 36 + 0,124
51 + 83 * 11,964
5 * 68 * 74,25160
27 + 36 * 24,891
24 + 67 + 23,114
(48 + 56) * 70,7280
24 - 87 - 64,-127
43 - 79 * 45,-3512
59 * 24 * 63,89208
69 - 81 - 2,-14
82 + 11 - 36,57
(22 + 53) * 41,3075
46 + 25 - 32,39
61 * 25 * 29,44225
35 * 36 + 96,1356
92 - 21 * 39,-727
38 + 11 + 58,107
22 + 24 * 71,1726
(69 + 4) * 38,2774
49 * (88 + 6),4606
14 + 93 - 53,54
69 + 5 - 40,34
39 + 16 + 33,88
84 - 28 - 67,-11
33 + 83 - 80,36
38 - 85 * 17,-1407
59 - 85 * 92,-7761
82 * 71 + 93,5915
61 + 51 - 1,111
81 - 21 * 12,-171
7 * 78 + 47,593
29 + 42 + 84,155
7 * 8 + 20,76
34 + 46 * 30,1414
85 * (63 + 24),7395
72 - 68 - 62,-58
74 + 74 + 80,228
12 + 20 * 62,1252
2 * 88 * 10,1760
79 * 71 * 64,358976
68 * 3 * 6,1224
69 - 1 - 40,28
(56 + 43) * 42,4158
4 - 53 * 70,-3706
59 - 80 * 61,-4821
92 + 47 + 47,186
25 + 21 - 53,-7
57 + 11 - 83,-15
92 + 99 + 33,224
14 + 77 + 6,97
95 - 76 - 32,-13
36 * 27 + 75,1047
91 * (42 + 38),7280
45 * 68 * 95,290700
2 - 84 * 58,-4870
9 - 56 - 64,-111
(72 + 93) * 31,5115
77 + 89 + 18,184
13 * 82 * 90,95940
28 * 7 + 3,199
(15 + 48) * 13,819
70 + 69 + 92,231
78 + 16 + 44,138
(42 + 4) * 76,3496
36 * 89 * 20,64080
(67 + 70) * 51,6987
81 + 20 * 20,481
24 * 8 * 14,2688
62 + 0 * 76,62
79 - 92 * 82,-7465
(6 + 70) * 33,2508
70 - 87 - 64,-81
47 + 81 + 19,147
56 * 39 + 4,2188
61 + 61 - 17,105
(73 + 71) * 66,9504
75 * 51 + 9,3834
73 + 83 - 27,129
42 * (2 + 1),126
12 + 96 * 96,9228
70 - 97 - 6,-33
64 + 18 + 94,176
34 - 82 - 49,-97
19 + 33 - 78,-26
93 * 75 * 38,265050
(30 + 24) * 70,3780
29 + 79 + 32,140
32 * (69 + 84),4896
98 - 11 - 3,84
80 + 19 + 84,183
49 + 18 * 84,1561
66 * 77 * 21,106722
48 - 2 - 64,-18
18 + 73 * 53,3887
(56 + 80) * 74,10064
1 * 76 * 38,2888
1 + 68 + 77,146
33 * 64 * 32,67584
28 - 95 - 85,-152
66 - 80 * 80,-6334
(43 + 74) * 42,4914
24 * 60 * 86,123840
(31 + 66) * 90,8730
76 + 87 * 61,5383
98 - 98 - 8,-8
50 + 11 * 8,138
20 + 47 + 19,86
(1 + 61) * 57,3534
8 + 61 * 44,2692
57 + 9 * 49,498
89 + 9 - 51,47
25 - 67 - 29,-71
56 + 63 - 4,115
39 - 37 * 64,-2329
79 * (49 + 97),11534
33 * 60 + 62,2042
13 * (38 + 9),611
20 * 30 + 61,661
91 * (14 + 80),8554
(55 + 28) * 60,4980
28 + 92 + 1,121
24 - 41 * 44,-1780
32 * (11 + 88),3168
42 + 47 - 83,6
94 + 93 * 67,6325
(75 + 17) * 83,7636
50 - 21 * 7,-97
(45 + 38) * 66,5478
46 + 35 + 57,138
56 + 23 * 46,1114
48 * 63 + 51,3075
71 - 64 - 52,-45
16 + 3 * 0,16
16 + 22 + 17,55
47 + 52 * 95,4987
98 + 90 * 18,1718
48 * (22 + 87),5232
11 + 60 - 96,-25
2 + 43 + 89,134
49 - 81 - 5,-37
46 + 89 * 59,5297
25 * 18 + 87,537
45 + 6 - 54,-3
95 * 14 * 64,85120
67 + 47 + 76,190
54 + 60 + 13,127
28 * 99 * 23,63756
52 * (37 + 13),2600
